id,21200501,21200502,21200503,21200504,21200505,21200506,21200507,21200508,21200509,21200510,21200511,21200512,21200513,21200514,21200515,21200516,21200517,21200518,21200519,21200520,21200521,21200522,21200523,21200524,21200525,21200526,21200527,21200528,21200529,21200530,21200531,21200601,21200602,21200603,21200604,21200605,21200606,21200607,21200608,21200609,21200610,21200611,21200612,21200613,21200614,21200615,21200616,21200617,21200618,21200619,21200620,21200621,21200622,21200623,21200624,21200625,21200626,21200627,21200628,21200629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,33,41,59,63,163,420,165,189,156,46,84,75,48,36,60,29,38,32,28,26,15,25,9,2,8,14,10,3,3,4,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,28,62,103,128,259,311,541,823,449,525,228,184,229,152,136,96,107,68,104,96,84,75,45,50,29,30,14,19,15,21,13,7,12,2,3
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,21,26,75,162,154,198,327,148,194,125,124,142,108,65,43,43,57,40,77,46,20,27,24,12,12,12,7,8,9,4,1,5,2,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,20,12,21,41,85,95,121,141,82,69,75,60,48,53,25,31,22,14,10,14,10,8,8,11,6,2,3,0,0,1,0,0,0,1,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,32,1,0,82,217,207,223,375,134,1032,1221,1300,102,86,60,35,25,40,22,13,13,6,4,10,6,1,2,4,2,0,1,0,0,0,0,1,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,11,12,31,55,48,71,115,52,61,91,78,111,99,72,48,57,47,49,24,29,33,26,31,17,21,16,16,16,6,4,2,4,7,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,5,5,40,60,59,67,115,170,89,110,61,50,39,54,49,36,20,10,23,21,16,11,16,15,18,5,10,22,10,9,5,1,0,1,6
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,10,39,36,64,152,197,155,263,387,336,144,93,118,116,115,100,60,43,63,70,48,36,33,30,49,25,21,11,8,21,3,7,5,4,1,4,2
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,16,5,24,20,27,52,90,81,124,191,252,115,118,73,74,77,65,53,50,18,49,39,36,26,20,17,25,22,8,0,4,3,2,2,3,0,2,0
