8.156694173812866211e-01,7.237133979797363281e-01,6.996756047010421753e-02,9.983857870101928711e-01,8.099692314863204956e-02,6.914637237787246704e-02,8.643108606338500977e-01,9.657690525054931641e-01
9.135115742683410645e-01,2.753905057907104492e-01,1.106215547770261765e-02,9.976425766944885254e-01,1.346055418252944946e-02,3.251649811863899231e-02,9.933944344520568848e-01,9.838339686393737793e-01
1.626342386007308960e-01,9.305180311203002930e-01,7.316958904266357422e-01,9.738913178443908691e-01,7.412676215171813965e-01,7.495309710502624512e-01,3.598935902118682861e-02,4.367204308509826660e-01
6.800486445426940918e-01,1.151259243488311768e-02,1.458880025893449783e-02,5.366498827934265137e-01,1.637700200080871582e-02,1.734534502029418945e-01,9.942092895507812500e-01,8.879666924476623535e-01
6.540157198905944824e-01,1.964103244245052338e-02,2.421684749424457550e-02,5.783211588859558105e-01,2.778057754039764404e-02,2.133348733186721802e-01,9.876383543014526367e-01,8.782919645309448242e-01
9.987707734107971191e-01,9.992486834526062012e-01,1.110243704169988632e-02,1.000000000000000000e+00,2.066864259541034698e-02,4.181609547231346369e-04,9.684495329856872559e-01,9.999053478240966797e-01
9.971351623535156250e-01,9.488562941551208496e-01,2.472404157742857933e-03,9.999996423721313477e-01,3.476842539384961128e-03,5.140138673596084118e-04,9.981555342674255371e-01,9.997802376747131348e-01
9.760974645614624023e-01,9.953892230987548828e-01,5.673635005950927734e-02,9.999990463256835938e-01,8.217974007129669189e-02,9.367210790514945984e-03,8.309233784675598145e-01,9.973860383033752441e-01
9.425415992736816406e-01,9.821403026580810547e-02,3.312058746814727783e-03,9.971584081649780273e-01,4.275871440768241882e-03,1.494159642606973648e-02,9.987627267837524414e-01,9.911949634552001953e-01
8.155021071434020996e-01,3.682102560997009277e-01,2.818452566862106323e-02,9.951487183570861816e-01,3.213195130228996277e-02,6.167011708021163940e-02,9.675749540328979492e-01,9.632193446159362793e-01
9.278388321399688721e-02,9.999403953552246094e-01,9.825338721275329590e-01,9.999582767486572266e-01,9.881768822669982910e-01,8.861672282218933105e-01,1.365002244710922241e-04,3.884793221950531006e-01
9.290465116500854492e-01,9.997321963310241699e-01,5.011242628097534180e-01,9.999992847442626953e-01,6.474440693855285645e-01,6.539902836084365845e-02,5.823634937405586243e-02,9.909514188766479492e-01
1.639957576990127563e-01,9.998233914375305176e-01,9.637269377708435059e-01,9.999328851699829102e-01,9.749817252159118652e-01,7.963994741439819336e-01,4.695810494013130665e-04,5.473927855491638184e-01
9.998826980590820312e-01,9.965558052062988281e-01,8.725131046958267689e-04,1.000000000000000000e+00,1.675911247730255127e-03,3.511572504066862166e-05,9.993510842323303223e-01,9.999918937683105469e-01
9.394487142562866211e-01,9.903827309608459473e-01,1.099463030695915222e-01,9.999904632568359375e-01,1.452983319759368896e-01,3.270589932799339294e-02,6.989020109176635742e-01,9.907253384590148926e-01
9.897888302803039551e-01,1.321632564067840576e-01,1.199959195218980312e-03,9.996939897537231445e-01,1.531809451989829540e-03,2.761480165645480156e-03,9.997474551200866699e-01,9.985710382461547852e-01
5.859415531158447266e-01,9.994331002235412598e-01,7.374739646911621094e-01,9.999878406524658203e-01,8.006648421287536621e-01,3.190158307552337646e-01,1.458704750984907150e-02,8.960252404212951660e-01
6.738325357437133789e-01,9.978224039077758789e-01,5.117064714431762695e-01,9.999797344207763672e-01,5.765817165374755859e-01,2.061801999807357788e-01,6.639305502176284790e-02,9.147033095359802246e-01
9.938545227050781250e-01,9.262685179710388184e-01,4.589223768562078476e-03,9.999980926513671875e-01,6.069405470043420792e-03,2.160423668101429939e-03,9.974715709686279297e-01,9.992359876632690430e-01
9.986782670021057129e-01,9.998393058776855469e-01,2.193831652402877808e-02,1.000000000000000000e+00,4.136281833052635193e-02,3.843549056909978390e-04,8.502789139747619629e-01,9.998856782913208008e-01
9.775317460298538208e-02,9.995614886283874512e-01,9.481549859046936035e-01,9.998708963394165039e-01,9.565260410308837891e-01,8.225845098495483398e-01,7.279789424501359463e-04,3.099220395088195801e-01
9.967224001884460449e-01,9.808812141418457031e-01,7.008390035480260849e-03,9.999997615814208984e-01,1.018953043967485428e-02,1.122225774452090263e-03,9.918727278709411621e-01,9.996253252029418945e-01
9.981476068496704102e-01,8.293749094009399414e-01,1.691413344815373421e-03,9.999986886978149414e-01,2.286663046106696129e-03,3.887507191393524408e-04,9.990979433059692383e-01,9.998254179954528809e-01
9.825718402862548828e-01,1.282583177089691162e-01,2.396197291091084480e-03,9.992322921752929688e-01,2.846928546205163002e-03,3.699831198900938034e-03,9.991198182106018066e-01,9.976944327354431152e-01
9.998874664306640625e-01,9.991940855979919434e-01,1.445631030946969986e-03,1.000000000000000000e+00,2.909680129960179329e-03,2.982978185173124075e-05,9.977159500122070312e-01,9.999922513961791992e-01
9.982334375381469727e-01,9.987755417823791504e-01,1.477803196758031845e-02,1.000000000000000000e+00,2.522126957774162292e-02,7.049579871818423271e-04,9.545370340347290039e-01,9.998143315315246582e-01
9.968534111976623535e-01,9.981933236122131348e-01,1.850795373320579529e-02,1.000000000000000000e+00,3.016277961432933807e-02,1.224140054546296597e-03,9.455801844596862793e-01,9.996558427810668945e-01
9.985644221305847168e-01,9.925228953361511230e-01,4.511728417128324509e-03,1.000000000000000000e+00,7.140983827412128448e-03,4.807708610314875841e-04,9.947228431701660156e-01,9.998549222946166992e-01
9.946927428245544434e-01,9.672003388404846191e-01,8.233901113271713257e-03,9.999990463256835938e-01,1.119566895067691803e-02,1.693404978141188622e-03,9.902496933937072754e-01,9.993502497673034668e-01
4.911836981773376465e-01,9.993347525596618652e-01,7.970708012580871582e-01,9.999774694442749023e-01,8.528696298599243164e-01,2.716060280799865723e-01,5.807717330753803253e-03,8.980606794357299805e-01
9.808597564697265625e-01,7.108105421066284180e-01,8.383817970752716064e-03,9.999487400054931641e-01,1.251385919749736786e-02,3.858576994389295578e-03,9.893031120300292969e-01,9.983268380165100098e-01
6.540157198905944824e-01,1.964103244245052338e-02,2.421684749424457550e-02,5.783211588859558105e-01,2.778057754039764404e-02,2.133348733186721802e-01,9.876383543014526367e-01,8.782919645309448242e-01
6.285738945007324219e-01,9.973135590553283691e-01,6.331073045730590820e-01,9.999388456344604492e-01,6.928108930587768555e-01,3.104330897331237793e-01,4.224853590130805969e-02,8.902491927146911621e-01
1.966602727770805359e-02,9.999366998672485352e-01,9.945886135101318359e-01,9.997723698616027832e-01,9.957824945449829102e-01,9.587403535842895508e-01,1.742687709338497370e-05,1.082479059696197510e-01
