9.448167085647583008e-01,9.988100528717041016e-01,1.927050799131393433e-01,9.999992847442626953e-01,2.637197077274322510e-01,2.910297550261020660e-02,3.280214071273803711e-01,9.914979338645935059e-01
7.556545734405517578e-01,5.903266072273254395e-01,1.144707351922988892e-01,9.909982681274414062e-01,1.158394739031791687e-01,9.759207814931869507e-02,7.607735395431518555e-01,9.421383738517761230e-01
6.102842688560485840e-01,3.882916644215583801e-02,3.751502186059951782e-02,6.700097918510437012e-01,4.088700190186500549e-02,1.871828436851501465e-01,9.685596823692321777e-01,8.806545734405517578e-01
6.540157198905944824e-01,1.964103244245052338e-02,2.421684376895427704e-02,5.783211588859558105e-01,2.778057754039764404e-02,2.133348733186721802e-01,9.876383543014526367e-01,8.782919645309448242e-01
3.520778715610504150e-01,9.854133725166320801e-01,5.827048420906066895e-01,9.991251826286315918e-01,6.023873090744018555e-01,4.975833892822265625e-01,7.050348073244094849e-02,6.913553476333618164e-01
4.523304700851440430e-01,1.330415904521942139e-01,1.032702550292015076e-01,7.786560058593750000e-01,1.008339598774909973e-01,3.123652338981628418e-01,8.566559553146362305e-01,7.752370834350585938e-01
4.398980140686035156e-01,1.224696710705757141e-01,9.231539815664291382e-02,7.845247983932495117e-01,8.649352192878723145e-02,2.901799082756042480e-01,8.676516413688659668e-01,7.571089267730712891e-01
8.372452259063720703e-01,9.987105131149291992e-01,3.331535160541534424e-01,9.999973773956298828e-01,4.107589125633239746e-01,7.731488347053527832e-02,1.368999630212783813e-01,9.699226617813110352e-01
5.712917447090148926e-01,4.426728934049606323e-02,4.370885342359542847e-02,6.746911406517028809e-01,4.770686477422714233e-02,2.621608376502990723e-01,9.663209319114685059e-01,8.365575671195983887e-01
6.658747792243957520e-01,9.886004328727722168e-01,3.117194771766662598e-01,9.999008178710937500e-01,3.550421595573425293e-01,2.003831118345260620e-01,2.803520858287811279e-01,9.129934906959533691e-01
9.985582232475280762e-01,9.999794960021972656e-01,7.642153650522232056e-02,1.000000000000000000e+00,1.706736832857131958e-01,5.864364211447536945e-04,4.084255397319793701e-01,9.999126195907592773e-01
