1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191254019737243652e+00,1.191612124443054199e+00,1.192055344581604004e+00,1.191612124443054199e+00,1.191950440406799316e+00,1.192055344581604004e+00,1.192209839820861816e+00,1.192448735237121582e+00,1.192270040512084961e+00,1.192483305931091309e+00,1.192892670631408691e+00,1.192788600921630859e+00,1.192723155021667480e+00,1.192945361137390137e+00,1.192999839782714844e+00,1.193061590194702148e+00,1.193008184432983398e+00,1.193039655685424805e+00,1.193068623542785645e+00,1.193159818649291992e+00,1.193302154541015625e+00,1.193341970443725586e+00,1.193345069885253906e+00,1.193409562110900879e+00,1.193419575691223145e+00,1.193429350852966309e+00,1.193341970443725586e+00,1.193429350852966309e+00,1.193391323089599609e+00
1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.192903876304626465e+00,1.193560600280761719e+00,1.193560600280761719e+00,1.193726897239685059e+00,1.193638920783996582e+00,1.193812966346740723e+00,1.193773269653320312e+00,1.193453431129455566e+00,1.193878531455993652e+00,1.193511843681335449e+00,1.193773269653320312e+00,1.193919181823730469e+00,1.194013237953186035e+00,1.193878531455993652e+00,1.193943142890930176e+00,1.193878531455993652e+00,1.193975448608398438e+00,1.194046378135681152e+00,1.194190740585327148e+00,1.194054007530212402e+00,1.194186329841613770e+00,1.194199442863464355e+00,1.194181799888610840e+00,1.194231390953063965e+00,1.194238781929016113e+00,1.194262862205505371e+00,1.194284915924072266e+00,1.194318532943725586e+00,1.194359421730041504e+00,1.194242358207702637e+00,1.194259643554687500e+00
1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.190533995628356934e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.189659237861633301e+00,1.190109133720397949e+00,1.190109133720397949e+00,1.190859675407409668e+00,1.190935134887695312e+00,1.190533995628356934e+00,1.191242694854736328e+00,1.190109133720397949e+00,1.191202759742736816e+00,1.191346168518066406e+00,1.191431403160095215e+00,1.191730499267578125e+00,1.191730499267578125e+00,1.191730499267578125e+00,1.191919445991516113e+00,1.191346168518066406e+00,1.191687107086181641e+00,1.191954374313354492e+00,1.191881537437438965e+00,1.192071318626403809e+00,1.191850900650024414e+00,1.192142128944396973e+00,1.192083954811096191e+00,1.191986680030822754e+00,1.191900968551635742e+00,1.191891312599182129e+00,1.192051649093627930e+00
1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.189698219299316406e+00,1.190568685531616211e+00,1.190805077552795410e+00,1.190699696540832520e+00,1.191310763359069824e+00,1.191555738449096680e+00,1.191234350204467773e+00,1.191487073898315430e+00,1.191786050796508789e+00,1.191982150077819824e+00,1.192179679870605469e+00,1.192290425300598145e+00,1.192158102989196777e+00,1.192195296287536621e+00,1.192340016365051270e+00,1.192512989044189453e+00,1.192400097846984863e+00,1.192496299743652344e+00,1.192587614059448242e+00,1.192589521408081055e+00,1.192659974098205566e+00,1.192814350128173828e+00,1.192839264869689941e+00,1.192875623703002930e+00,1.192896008491516113e+00,1.192936062812805176e+00,1.192903637886047363e+00,1.192888140678405762e+00,1.192962884902954102e+00,1.193019270896911621e+00,1.193057656288146973e+00,1.193075895309448242e+00,1.193071722984313965e+00,1.193068504333496094e+00,1.193012475967407227e+00,1.193011760711669922e+00,1.192967176437377930e+00
1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192285299301147461e+00,1.192578673362731934e+00,1.192856431007385254e+00,1.193162560462951660e+00,1.192742943763732910e+00,1.192285299301147461e+00,1.192856431007385254e+00,1.193069815635681152e+00,1.192856431007385254e+00,1.193200945854187012e+00,1.193119287490844727e+00,1.193119287490844727e+00,1.193119287490844727e+00,1.193368077278137207e+00,1.193345546722412109e+00,1.193593025207519531e+00,1.193445324897766113e+00,1.193668246269226074e+00,1.193835735321044922e+00,1.193772673606872559e+00,1.193778514862060547e+00,1.193789720535278320e+00,1.193816184997558594e+00,1.193931221961975098e+00,1.193805932998657227e+00
1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.190533995628356934e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.189659357070922852e+00,1.190109133720397949e+00,1.189659357070922852e+00,1.190533995628356934e+00,1.190360665321350098e+00,1.191159486770629883e+00,1.190533995628356934e+00,1.191059589385986328e+00,1.191314101219177246e+00,1.191431522369384766e+00,1.191346168518066406e+00,1.191376328468322754e+00,1.191431522369384766e+00,1.191928505897521973e+00,1.192125558853149414e+00,1.192108273506164551e+00,1.191962718963623047e+00,1.192096233367919922e+00,1.192173600196838379e+00,1.192198157310485840e+00,1.192234635353088379e+00,1.192083954811096191e+00
1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.189659476280212402e+00,1.190360784530639648e+00,1.189659476280212402e+00,1.190534114837646484e+00,1.190859794616699219e+00,1.190360784530639648e+00,1.191279888153076172e+00,1.191279888153076172e+00,1.190771579742431641e+00,1.191112160682678223e+00,1.191525936126708984e+00,1.191314220428466797e+00,1.191346287727355957e+00,1.191481113433837891e+00,1.191671848297119141e+00,1.191716670989990234e+00,1.191919565200805664e+00,1.191655993461608887e+00,1.191744208335876465e+00,1.191829442977905273e+00,1.191928625106811523e+00,1.192108273506164551e+00,1.192084074020385742e+00,1.192193388938903809e+00,1.192142248153686523e+00,1.192178726196289062e+00,1.192377567291259766e+00,1.192260146141052246e+00,1.192342042922973633e+00,1.192432522773742676e+00,1.192383646965026855e+00,1.192371249198913574e+00,1.192358493804931641e+00
1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.190114259719848633e+00,1.190114259719848633e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.189664721488952637e+00,1.190365552902221680e+00,1.189664721488952637e+00,1.190776228904724121e+00,1.191064119338989258e+00,1.191116452217102051e+00,1.191064119338989258e+00,1.190538883209228516e+00,1.190670490264892578e+00,1.191163897514343262e+00,1.190939784049987793e+00,1.190864324569702148e+00,1.191116452217102051e+00,1.191163897514343262e+00,1.191529989242553711e+00,1.191318392753601074e+00,1.191408991813659668e+00,1.191508054733276367e+00,1.191590070724487305e+00,1.191529989242553711e+00,1.191550850868225098e+00,1.191350460052490234e+00,1.191550850868225098e+00,1.191691279411315918e+00,1.191854953765869141e+00,1.191844224929809570e+00,1.191822052001953125e+00,1.191810607910156250e+00,1.191990494728088379e+00,1.191761374473571777e+00,1.191923379898071289e+00
1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.189671754837036133e+00,1.190120935440063477e+00,1.190120935440063477e+00,1.191169619560241699e+00,1.189671754837036133e+00,1.191212892532348633e+00,1.190782189369201660e+00,1.190371990203857422e+00,1.190945744514465332e+00,1.191513538360595703e+00,1.190676569938659668e+00,1.191513538360595703e+00,1.191441178321838379e+00,1.191870450973510742e+00,1.191928386688232422e+00,1.191995501518249512e+00,1.192110896110534668e+00,1.192104935646057129e+00,1.192211389541625977e+00,1.192171931266784668e+00,1.192238688468933105e+00,1.192421197891235352e+00,1.192406773567199707e+00,1.192516565322875977e+00,1.192533969879150391e+00,1.192552804946899414e+00,1.192546606063842773e+00,1.192546606063842773e+00,1.192502856254577637e+00
1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196628928184509277e+00,1.196669697761535645e+00,1.196628928184509277e+00,1.196721076965332031e+00,1.196669697761535645e+00,1.196702957153320312e+00,1.196654319763183594e+00,1.196696877479553223e+00,1.196724653244018555e+00,1.196708321571350098e+00,1.196751117706298828e+00,1.196754574775695801e+00,1.196741104125976562e+00,1.196752905845642090e+00,1.196767210960388184e+00,1.196784734725952148e+00,1.196797013282775879e+00,1.196781516075134277e+00,1.196810483932495117e+00,1.196792721748352051e+00,1.196808815002441406e+00,1.196817517280578613e+00,1.196824789047241211e+00,1.196826577186584473e+00,1.196828246116638184e+00,1.196822285652160645e+00,1.196817517280578613e+00,1.196822643280029297e+00
