A,0,21200501,0
A,0,21200502,0
A,0,21200503,0
A,0,21200504,0
A,0,21200505,0
A,0,21200506,0
A,0,21200507,0
A,0,21200508,0
A,0,21200509,0
A,0,21200510,0
A,0,21200511,0
A,0,21200512,0
A,0,21200513,0
A,0,21200514,0
A,0,21200515,0
A,0,21200516,0
A,0,21200517,0
A,0,21200518,0
A,0,21200519,0
A,0,21200520,0
A,0,21200521,0
A,0,21200522,0
A,0,21200523,0
A,0,21200524,0
A,0,21200525,0
A,0,21200526,1
A,0,21200527,19
A,0,21200528,33
A,0,21200529,41
A,0,21200530,59
A,0,21200531,63
A,0,21200601,163
A,0,21200602,420
A,0,21200603,165
A,0,21200604,189
A,0,21200605,156
A,0,21200606,46
A,0,21200607,84
A,0,21200608,75
A,0,21200609,48
A,0,21200610,36
A,0,21200611,60
A,0,21200612,29
A,0,21200613,38
A,0,21200614,32
A,0,21200615,28
A,0,21200616,26
A,0,21200617,15
A,0,21200618,25
A,0,21200619,9
A,0,21200620,2
A,0,21200621,8
A,0,21200622,14
A,0,21200623,10
A,0,21200624,3
A,0,21200625,3
A,0,21200626,4
A,0,21200627,1
A,0,21200628,2
A,0,21200629,2
A,1,21200501,0
A,1,21200502,0
A,1,21200503,0
A,1,21200504,0
A,1,21200505,0
A,1,21200506,0
A,1,21200507,0
A,1,21200508,0
A,1,21200509,0
A,1,21200510,0
A,1,21200511,0
A,1,21200512,0
A,1,21200513,0
A,1,21200514,0
A,1,21200515,0
A,1,21200516,0
A,1,21200517,0
A,1,21200518,0
A,1,21200519,0
A,1,21200520,0
A,1,21200521,1
A,1,21200522,1
A,1,21200523,2
A,1,21200524,5
A,1,21200525,9
A,1,21200526,28
A,1,21200527,62
A,1,21200528,103
A,1,21200529,128
A,1,21200530,259
A,1,21200531,311
A,1,21200601,541
A,1,21200602,823
A,1,21200603,449
A,1,21200604,525
A,1,21200605,228
A,1,21200606,184
A,1,21200607,229
A,1,21200608,152
A,1,21200609,136
A,1,21200610,96
A,1,21200611,107
A,1,21200612,68
A,1,21200613,104
A,1,21200614,96
A,1,21200615,84
A,1,21200616,75
A,1,21200617,45
A,1,21200618,50
A,1,21200619,29
A,1,21200620,30
A,1,21200621,14
A,1,21200622,19
A,1,21200623,15
A,1,21200624,21
A,1,21200625,13
A,1,21200626,7
A,1,21200627,12
A,1,21200628,2
A,1,21200629,3
A,2,21200501,0
A,2,21200502,0
A,2,21200503,0
A,2,21200504,0
A,2,21200505,0
A,2,21200506,0
A,2,21200507,0
A,2,21200508,0
A,2,21200509,0
A,2,21200510,0
A,2,21200511,0
A,2,21200512,0
A,2,21200513,0
A,2,21200514,0
A,2,21200515,0
A,2,21200516,0
A,2,21200517,0
A,2,21200518,0
A,2,21200519,0
A,2,21200520,0
A,2,21200521,0
A,2,21200522,0
A,2,21200523,0
A,2,21200524,7
A,2,21200525,7
A,2,21200526,12
A,2,21200527,21
A,2,21200528,26
A,2,21200529,75
A,2,21200530,162
A,2,21200531,154
A,2,21200601,198
A,2,21200602,327
A,2,21200603,148
A,2,21200604,194
A,2,21200605,125
A,2,21200606,124
A,2,21200607,142
A,2,21200608,108
A,2,21200609,65
A,2,21200610,43
A,2,21200611,43
A,2,21200612,57
A,2,21200613,40
A,2,21200614,77
A,2,21200615,46
A,2,21200616,20
A,2,21200617,27
A,2,21200618,24
A,2,21200619,12
A,2,21200620,12
A,2,21200621,12
A,2,21200622,7
A,2,21200623,8
A,2,21200624,9
A,2,21200625,4
A,2,21200626,1
A,2,21200627,5
A,2,21200628,2
A,2,21200629,3
A,3,21200501,0
A,3,21200502,0
A,3,21200503,0
A,3,21200504,0
A,3,21200505,0
A,3,21200506,0
A,3,21200507,0
A,3,21200508,0
A,3,21200509,0
A,3,21200510,0
A,3,21200511,0
A,3,21200512,0
A,3,21200513,0
A,3,21200514,0
A,3,21200515,0
A,3,21200516,0
A,3,21200517,0
A,3,21200518,0
A,3,21200519,0
A,3,21200520,0
A,3,21200521,0
A,3,21200522,0
A,3,21200523,1
A,3,21200524,4
A,3,21200525,4
A,3,21200526,20
A,3,21200527,12
A,3,21200528,21
A,3,21200529,41
A,3,21200530,85
A,3,21200531,95
A,3,21200601,121
A,3,21200602,141
A,3,21200603,82
A,3,21200604,69
A,3,21200605,75
A,3,21200606,60
A,3,21200607,48
A,3,21200608,53
A,3,21200609,25
