A,0,21200501,0,1974938.5,1124796.0
A,0,21200502,0,1974938.5,1124796.0
A,0,21200503,0,1974938.5,1124796.0
A,0,21200504,0,2021239.8,1137724.4
A,0,21200505,0,2021239.8,1137724.4
A,0,21200506,0,1974938.5,1124796
A,0,21200507,0,2067541.2,1150652.8
A,0,21200508,0,2082975.0,1154962.2
A,0,21200509,0,2206445.4,1189438
A,0,21200510,0,2144710.2,1172200.1
A,0,21200511,0,2153135.6,1167053.7
A,0,21200512,0,2135365.7,1159592.2
A,0,21200513,0,2108251.3,1139523
A,0,21200514,0,2157431.7,1161629.7
A,0,21200515,0,2164787.1,1162308.9
A,0,21200516,0,2228678.3,1185774
A,0,21200517,0,2196732.7,1174041.4
A,0,21200518,0,2159319.7,1166096.4
A,0,21200519,0,2136200.2,1159537.2
A,0,21200520,0,2052548.2,1138474
A,0,21200521,0,2130697.8,1155659.7
A,0,21200522,0,2128863.7,1154367.2
A,0,21200523,0,2203345.2,1168968
A,0,21200524,0,2166104.4,1161667.6
A,0,21200525,0,2160049.4,1153944.5
A,0,21200526,1,2145617.4,1148936.7
A,0,21200527,19,2110698.6,1131198
A,0,21200528,33,2147941.3,1154632.2
A,0,21200529,41,2148716.0,1156530.7
A,0,21200530,59,2187508.1,1183762
A,0,21200531,63,2168112.0,1170146.3
A,0,21200601,163,2023439.1,1212691.4
A,0,21200602,420,1968749.5,1222334.5
A,0,21200603,165,1714697.4,1284166
A,0,21200604,189,1794417.3,1263126.5
A,0,21200605,156,1736306.5,1276723.8
A,0,21200606,46,1699805.0,1282879
A,0,21200607,84,1718055.7,1279801.4
A,0,21200608,75,1696785.4,1278274.8
A,0,21200609,48,1695778.8,1276740.0
A,0,21200610,36,1672495.6,1272144
A,0,21200611,60,1674013.1,1271953.3
A,0,21200612,29,1666757.8,1270357.7
A,0,21200613,38,1653764.9,1266976
A,0,21200614,32,1660261.3,1268666.8
A,0,21200615,28,1625487.2,1256892.5
A,0,21200616,26,1616061.3,1253531.4
A,0,21200617,15,1562435.5,1235035
A,0,21200618,25,1571182.3,1236030.8
A,0,21200619,9,1556222.6,1230197.2
A,0,21200620,2,1535050.1,1219526
A,0,21200621,8,1545636.3,1224861.6
A,0,21200622,14,1555272.2,1225937.8
A,0,21200623,10,1562012.9,1228075.1
A,0,21200624,3,1585130.2,1233426
A,0,21200625,3,1581128.8,1230308.0
A,0,21200626,4,1587500.8,1231052.3
A,0,21200627,1,1596243.5,1229423
A,0,21200628,2,1588291.0,1230261.0
A,0,21200629,2,1590678.4,1230245.4
A,1,21200501,0,744238.6,237837.0
A,1,21200502,0,744238.6,237837.0
A,1,21200503,0,744238.6,237837.0
A,1,21200504,0,758264.01,239533.8
A,1,21200505,0,758264.01,239533.80
A,1,21200506,0,744238.6,237837
A,1,21200507,0,772289.43,241230.6
A,1,21200508,0,776964.57,241796.19
A,1,21200509,0,814365.7,246321
A,1,21200510,0,795665.13,244058.59
A,1,21200511,0,798956.84,243807.53
A,1,21200512,0,793820.55,242969.70
A,1,21200513,0,786839.7,241043
A,1,21200514,0,808069.21,243378.23
A,1,21200515,0,812818.77,243514.41
A,1,21200516,0,843547.4,246122
A,1,21200517,0,828183.08,244818.20
A,1,21200518,0,810240.96,243947.06
A,1,21200519,0,799138.81,243222.08
A,1,21200520,0,758992.4,240901
A,1,21200521,1,796120.37,243529.02
A,1,21200522,1,795114.22,243631.34
A,1,21200523,2,830229.9,246464
A,1,21200524,5,812672.06,245047.66
A,1,21200525,9,812480.55,244053.88
A,1,21200526,28,806564.10,243250.51
A,1,21200527,62,794539.7,240650
A,1,21200528,103,802989.63,243508.83
A,1,21200529,128,801798.14,243594.94
A,1,21200530,259,807865.1,246626
A,1,21200531,311,804831.62,245110.47
A,1,21200601,541,677886.14,238040.49
A,1,21200602,823,634559.82,235178.65
A,1,21200603,449,420961.7,222385
A,1,21200604,525,494044.40,227110.55
A,1,21200605,228,447205.93,224421.18
A,1,21200606,184,426611.7,223768
A,1,21200607,229,436908.81,224094.59
A,1,21200608,152,428947.36,223205.53
A,1,21200609,136,429725.92,223018.04
A,1,21200610,96,423321.6,221754
A,1,21200611,107,428437.80,222751.68
A,1,21200612,68,428008.43,222662.89
A,1,21200613,104,432265.9,223483
A,1,21200614,96,430137.16,223072.94
A,1,21200615,84,426853.05,221837.31
A,1,21200616,75,425048.77,221288.75
A,1,21200617,45,418156.1,218956
A,1,21200618,50,418792.19,219122.25
A,1,21200619,29,416706.66,218400.08
A,1,21200620,30,413171.7,217122
A,1,21200621,14,414939.18,217761.03
A,1,21200622,19,421628.76,218699.67
A,1,21200623,15,424447.77,219225.56
A,1,21200624,21,436775.4,221216
A,1,21200625,13,436982.02,220787.85
A,1,21200626,7,441160.10,221308.61
A,1,21200627,12,449722.9,221922
A,1,21200628,2,442621.67,221339.48
A,1,21200629,3,444501.55,221523.36
A,2,21200501,0,427479.4,84716.0
A,2,21200502,0,427479.4,84716.0
A,2,21200503,0,427479.40,84716.0
A,2,21200504,0,431492.52,84960.8
A,2,21200505,0,431492.52,84960.8
A,2,21200506,0,427479.4,84716
A,2,21200507,0,435505.63,85205.599
A,2,21200508,0,436843.34,85287.199
A,2,21200509,0,447545.0,85940
A,2,21200510,0,442194.17,85613.599
A,2,21200511,0,443332.65,85534.533
A,2,21200512,0,441928.54,85399.377
A,2,21200513,0,440258.8,85050
A,2,21200514,0,448012.91,85631.458
A,2,21200515,0,450041.03,85708.819
A,2,21200516,0,461851.4,86445
A,2,21200517,0,455946.21,86076.909
A,2,21200518,0,446823.60,85875.303
A,2,21200519,0,441814.33,85685.404
A,2,21200520,0,422673.2,85104
A,2,21200521,0,441483.27,85629.134
A,2,21200522,0,441372.92,85610.378
A,2,21200523,0,459962.3,86098
A,2,21200524,7,450667.61,85854.189
A,2,21200525,7,451868.83,85729.729
A,2,21200526,12,449171.01,85606.972
A,2,21200527,21,444976.6,85237
A,2,21200528,26,445633.13,85710.990
A,2,21200529,75,444453.84,85745.663
A,2,21200530,162,442751.8,86289
A,2,21200531,154,443602.82,86017.331
A,2,21200601,198,357630.70,82878.777
A,2,21200602,327,329257.00,81742.036
A,2,21200603,148,186537.5,76330
A,2,21200604,194,235581.56,78273.678
A,2,21200605,125,204356.42,77117.559
A,2,21200606,124,190950.2,76749
A,2,21200607,142,197653.31,76933.279
A,2,21200608,108,193325.33,76641.093
A,2,21200609,65,194117.04,76605.124
A,2,21200610,43,191372.5,76241
A,2,21200611,43,195188.41,76359.374
A,2,21200612,57,195545.53,76277.458
A,2,21200613,40,200075.7,76232
A,2,21200614,77,197810.61,76254.728
A,2,21200615,46,198610.17,75999.576
A,2,21200616,20,198121.66,75922.101
A,2,21200617,27,197944.2,75512
A,2,21200618,24,197229.81,75417.033
A,2,21200619,12,196932.53,75248.677
A,2,21200620,12,195623.6,74817
A,2,21200621,12,196278.06,75032.838
A,2,21200622,7,200631.75,75193.612
A,2,21200623,8,202301.13,75319.150
A,2,21200624,9,209993.6,75731
A,2,21200625,4,210528.07,75851.383
A,2,21200626,1,213270.39,76028.794
A,2,21200627,5,219289.5,76504
A,2,21200628,2,214362.65,76128.059
A,2,21200629,3,215640.84,76220.284
A,3,21200501,0,438021.5,83407.0
A,3,21200502,0,438021.5,83407.0
A,3,21200503,0,438021.5,83407.0
A,3,21200504,0,441127.18,83734.6
A,3,21200505,0,441127.17,83734.599
A,3,21200506,0,438021.5,83407
A,3,21200507,0,444232.85,84062.199
A,3,21200508,0,445268.08,84171.399
A,3,21200509,0,453549.9,85045
A,3,21200510,0,449408.99,84608.199
A,3,21200511,0,460444.06,84440.733
A,3,21200512,0,462742.11,84239.310
A,3,21200513,0,478373.3,83669
A,3,21200514,0,469737.10,84263.103
A,3,21200515,0,472068.76,84271.034
A,3,21200516,0,468095.9,84881
A,3,21200517,0,470082.33,84576.016
A,3,21200518,0,464902.64,84392.672
A,3,21200519,0,463838.22,84229.896
A,3,21200520,0,456529.7,83721
A,3,21200521,0,462941.93,84291.632
A,3,21200522,0,462643.17,84312.210
A,3,21200523,1,468457.9,84924
A,3,21200524,4,465550.53,84618.105
A,3,21200525,4,470597.07,84441.034
A,3,21200526,20,471310.13,84280.046
A,3,21200527,12,477782.8,83781
A,3,21200528,21,465009.54,84428.682
A,3,21200529,41,462909.34,84478.227
A,3,21200530,85,445935.7,85225
A,3,21200531,95,454422.52,84851.613
A,3,21200601,121,358037.54,82704.871
A,3,21200602,141,328738.15,81864.828
A,3,21200603,82,173754.4,78038
A,3,21200604,69,226561.95,79480.276
A,3,21200605,75,192503.21,78685.425
A,3,21200606,60,177193.3,78538
A,3,21200607,48,184848.25,78611.712
A,3,21200608,53,180074.61,78358.904
A,3,21200609,25,181035.05,78299.205
A,3,21200610,31,178182.3,77927
A,3,21200611,22,181733.71,78182.068
A,3,21200612,14,181966.60,78143.022
A,3,21200613,10,185983.8,78320
A,3,21200614,14,183975.2,78231.511
A,3,21200615,10,184371.83,77812.503
A,3,21200616,8,183834.51,77643.338
A,3,21200617,8,183156.5,76886
A,3,21200618,11,182712.77,77030.446
A,3,21200619,6,182338.85,76826.148
A,3,21200620,2,181147.3,76562
A,3,21200621,3,181743.07,76694.074
A,3,21200622,0,184441.95,76803.691
A,3,21200623,0,185540.17,76884.255
A,3,21200624,1,190435.5,77155
A,3,21200625,0,190580.72,77046.085
A,3,21200626,0,192260.90,77100.028
A,3,21200627,0,195766.5,77099
A,3,21200628,1,192869.37,77081.704
A,3,21200629,0,193632.25,77093.577
A,4,21200501,0,389208.8,64870.0
A,4,21200502,0,389208.8,64870.0
A,4,21200503,0,389208.8,64870.0
A,4,21200504,0,395089.36,65066.2
A,4,21200505,0,395089.35,65066.200
A,4,21200506,0,389208.8,64870
A,4,21200507,0,400969.91,65262.4
A,4,21200508,0,402930.10,65327.799
A,4,21200509,0,418611.6,65851
A,4,21200510,0,410770.85,65589.399
A,4,21200511,0,410801.71,65562.799
A,4,21200512,0,408198.42,65466.732
A,4,21200513,0,403022.7,65248
A,4,21200514,0,411538.30,65592.910
A,4,21200515,0,412651.60,65634.97
A,4,21200516,0,423393.8,66064
A,4,21200517,0,418022.69,65849.485
A,4,21200518,0,410398.66,65675.161
A,4,21200519,0,406066.95,65545.548
A,4,21200520,4,389779.5,65112
A,4,21200521,8,408052.45,65575.182
A,4,21200522,32,408714.28,65585.060
A,4,21200523,1,428310.9,66068
A,4,21200524,0,418512.59,65826.53
A,4,21200525,82,417358.63,65828.51
A,4,21200526,217,413707.87,65748.68
A,4,21200527,207,405252.4,65591
A,4,21200528,223,407386.99,65731.226
A,4,21200529,375,405280.03,65725.408
A,4,21200530,134,403200.7,65854
A,4,21200531,1032,404240.36,65789.704
A,4,21200601,1221,316934.35,63054.568
A,4,21200602,1300,288178.90,62121.424
A,4,21200603,102,143362.0,57520
A,4,21200604,86,192531.0,59151.474
A,4,21200605,60,160648.36,58161.491
A,4,21200606,35,146052.1,57813
A,4,21200607,25,153350.22,57987.245
A,4,21200608,40,148665.44,57665.081
A,4,21200609,22,149536.55,57615.775
A,4,21200610,13,146594.0,57195
A,4,21200611,13,148100.98,57391.258
A,4,21200612,6,147622.46,57316.419
A,4,21200613,4,148172.4,57363
A,4,21200614,10,147897.43,57339.709
A,4,21200615,6,146326.54,57144.236
A,4,21200616,1,145711.25,57071.315
A,4,21200617,2,142909.8,56730
A,4,21200618,4,143251.98,56728.771
A,4,21200619,2,142432.22,56614.590
A,4,21200620,0,141134.9,56385
A,4,21200621,1,141783.56,56499.795
A,4,21200622,0,143470.62,56654.598
A,4,21200623,0,144249.19,56744.464
A,4,21200624,0,147493.4,57079
A,4,21200625,0,148891.33,56911.821
A,4,21200626,1,150438.71,56967.606
A,4,21200627,0,154931.4,56912
A,4,21200628,0,151420.47,56930.475
A,4,21200629,1,152263.52,56936.693
