C,0,21200501,0
C,0,21200502,0
C,0,21200503,0
C,0,21200504,0
C,0,21200505,0
C,0,21200506,0
C,0,21200507,0
C,0,21200508,0
C,0,21200509,0
C,0,21200510,0
C,0,21200511,0
C,0,21200512,0
C,0,21200513,0
C,0,21200514,0
C,0,21200515,0
C,0,21200516,0
C,0,21200517,0
C,0,21200518,0
C,0,21200519,0
C,0,21200520,0
C,0,21200521,0
C,0,21200522,1
C,0,21200523,0
C,0,21200524,0
C,0,21200525,4
C,0,21200526,4
C,0,21200527,0
C,0,21200528,3
C,0,21200529,4
C,0,21200530,3
C,0,21200531,10
C,0,21200601,26
C,0,21200602,34
C,0,21200603,54
C,0,21200604,65
C,0,21200605,36
C,0,21200606,35
C,0,21200607,44
C,0,21200608,75
C,0,21200609,118
C,0,21200610,129
C,0,21200611,137
C,0,21200612,172
C,0,21200613,211
C,0,21200614,235
C,1,21200501,0
C,1,21200502,0
C,1,21200503,0
C,1,21200504,0
C,1,21200505,0
C,1,21200506,0
C,1,21200507,0
C,1,21200508,0
C,1,21200509,0
C,1,21200510,0
C,1,21200511,0
C,1,21200512,0
C,1,21200513,0
C,1,21200514,0
C,1,21200515,0
C,1,21200516,0
C,1,21200517,0
C,1,21200518,0
C,1,21200519,0
C,1,21200520,0
C,1,21200521,0
C,1,21200522,0
C,1,21200523,0
C,1,21200524,1
C,1,21200525,0
C,1,21200526,0
C,1,21200527,0
C,1,21200528,18
C,1,21200529,7
C,1,21200530,2
C,1,21200531,20
C,1,21200601,18
C,1,21200602,48
C,1,21200603,54
C,1,21200604,57
C,1,21200605,45
C,1,21200606,66
C,1,21200607,99
C,1,21200608,122
C,1,21200609,129
C,1,21200610,138
C,1,21200611,193
C,1,21200612,185
C,1,21200613,219
C,1,21200614,274
C,2,21200501,0
C,2,21200502,0
C,2,21200503,0
C,2,21200504,0
C,2,21200505,0
C,2,21200506,0
C,2,21200507,0
C,2,21200508,0
C,2,21200509,0
C,2,21200510,0
C,2,21200511,0
C,2,21200512,0
C,2,21200513,0
C,2,21200514,0
C,2,21200515,0
C,2,21200516,0
C,2,21200517,0
C,2,21200518,0
C,2,21200519,0
C,2,21200520,0
C,2,21200521,0
C,2,21200522,0
C,2,21200523,0
C,2,21200524,0
C,2,21200525,0
C,2,21200526,0
C,2,21200527,0
C,2,21200528,0
C,2,21200529,0
C,2,21200530,0
C,2,21200531,0
C,2,21200601,4
C,2,21200602,0
C,2,21200603,10
C,2,21200604,9
C,2,21200605,26
C,2,21200606,31
C,2,21200607,31
C,2,21200608,35
C,2,21200609,75
C,2,21200610,65
C,2,21200611,115
C,2,21200612,146
C,2,21200613,164
C,2,21200614,180
C,3,21200501,0
C,3,21200502,0
C,3,21200503,0
C,3,21200504,0
C,3,21200505,0
C,3,21200506,0
C,3,21200507,0
C,3,21200508,0
C,3,21200509,0
C,3,21200510,0
