city,data,index,inf,loc,loc_num
B,21200501,200136.90000019872,0,0,174123.0
B,21200502,200136.90000019872,0,0,174123.0
B,21200503,200136.90000019872,0,0,174123.0
B,21200504,208384.6600002063,0,0,176956.6
B,21200505,208384.66000020632,0,0,176956.6
B,21200506,200136.90000019872,0,0,174123.0
B,21200507,216632.4200002139,0,0,179790.19999999995
B,21200508,219381.67333354976,0,0,180734.73333333328
B,21200509,241375.70000023665,0,0,188291.0
B,21200510,230378.6866668932,0,0,184512.86666666664
B,21200511,235066.895555786,0,0,183895.2888888889
B,21200512,232963.96074096914,0,0,182430.05185185187
B,21200513,233446.30000022816,0,0,178882.0
B,21200514,237128.0869138123,0,0,182679.35061728398
B,21200515,238516.12897142663,0,0,182762.45020576133
B,21200516,244974.00000023964,0,0,186726.0
B,21200517,241745.0644858332,0,0,184744.22510288068
B,21200518,237860.52149543285,0,0,183396.40836762686
B,21200519,235489.36199383053,0,0,182286.5444901692
B,21200520,226862.5000002257,0,0,178719.0
B,21200521,234340.5539980981,0,0,182499.8481633897
B,21200522,233957.61799952068,0,0,182570.94938779657
B,21200523,240669.8000002381,0,0,186494.0
B,21200524,237313.70899987934,0,0,184532.4746938983
B,21200525,238007.43633344784,0,0,183110.8248979661
B,21200526,237119.9817778511,0,0,181983.0998639548
B,21200527,236038.8000002261,0,0,178306.0
B,21200528,236835.12725943685,0,0,182473.36662131827
B,21200529,236740.1757532987,0,0,182636.78887377275
B,21200530,237346.60000023321,0,0,187131.0
B,21200531,237043.387876766,0,0,184883.89443688642
B,21200601,231691.66262573987,0,0,181906.2981456288
B,21200602,229806.68350090878,7,0,180164.73086083835
B,21200603,220685.00000022046,25,0,173704.0
B,21200604,225731.72783378532,13,0,178518.9102869461
B,21200605,224373.40927807754,31,0,177970.30342898204
B,21200606,226703.50000022684,19,0,181688.0
B,21200607,225538.4546391522,20,0,179829.15171449102
B,21200608,224253.61821319922,11,0,178731.050571497
B,21200609,223436.99095085665,21,0,177745.40076199602
B,21200610,220518.90000021856,21,0,174676.0
B,21200611,225353.19698376628,41,0,178790.46692066535
B,21200612,225200.8101312361,67,0,178953.67832810825
B,21200613,232103.7000002237,43,0,183950.0
B,21200614,225322.71961326018,50,0,178823.1092021539
B,21200501,371990.79999989725,0,1,130107.0
B,21200502,371990.79999989725,0,1,130107.0
B,21200503,371990.7999998972,0,1,130107.0
B,21200504,379511.2199998917,0,1,131340.8
B,21200505,379511.2199998917,0,1,131340.80000000002
B,21200506,371990.79999989725,0,1,130107.0
B,21200507,387031.6399998861,0,1,132574.6
B,21200508,389538.44666655094,0,1,132985.86666666667
B,21200509,409592.89999986935,0,1,136276.0
B,21200510,399565.67333321006,0,1,134630.93333333335
B,21200511,403810.32444431796,0,1,134657.64444444445
B,21200512,401882.7992591343,0,1,134118.1925925926
B,21200513,402272.3999998745,0,1,133066.0
B,21200514,407792.73308629286,0,1,134206.3975308642
B,21200515,409762.7110286792,0,1,134235.79917695475
B,21200516,419222.9999998701,0,1,135435.0
B,21200517,414492.8555142747,0,1,134835.3995884774
