21200501,0,0,3.1649
21200501,0,5,0.3408
21200501,0,6,0.0730
21200501,0,7,0.1948
21200501,0,9,0.0243
21200501,1,1,0.5599
21200501,1,2,0.0243
21200501,1,5,0.1217
21200501,1,6,0.0487
21200501,1,7,0.0243
21200501,10,10,7.5958
21200501,10,11,0.0487
21200501,10,13,0.0487
21200501,10,18,0.0243
21200501,10,25,0.0243
21200501,11,10,0.0487
21200501,11,11,14.4368
21200501,11,12,9.8842
21200501,11,13,0.0243
21200501,11,14,0.0243
21200501,11,16,0.0243
21200501,11,25,0.0243
21200501,12,10,0.0243
21200501,12,11,10.1764
21200501,12,12,3.7735
21200501,13,10,0.0243
21200501,13,11,0.0487
21200501,13,13,45.7693
21200501,13,14,26.9503
21200501,13,15,4.3578
21200501,13,16,5.0395
21200501,13,17,0.0487
21200501,13,18,0.0243
21200501,13,19,0.0487
21200501,13,21,0.0243
21200501,13,7,0.0243
21200501,14,13,27.4859
21200501,14,14,6.7924
21200501,14,15,2.7023
21200501,14,16,3.4327
21200501,14,18,0.0243
21200501,14,19,0.0243
21200501,14,5,0.0243
21200501,15,13,4.6743
21200501,15,14,2.4832
21200501,15,15,0.5843
21200501,15,16,2.3858
21200501,15,26,0.0243
21200501,15,5,0.0243
21200501,16,11,0.0243
21200501,16,13,5.2099
21200501,16,14,3.0188
21200501,16,15,2.4102
21200501,16,16,15.8488
21200501,16,24,0.0243
21200501,17,13,0.0730
21200501,17,17,6.3298
21200501,17,18,0.4139
21200501,17,19,2.9458
21200501,17,20,0.8034
21200501,17,21,0.0243
21200501,17,24,0.0243
21200501,17,26,0.0243
21200501,17,5,0.0243
21200501,18,10,0.0243
21200501,18,13,0.0487
21200501,18,16,0.0243
21200501,18,17,0.4382
21200501,18,18,2.3372
21200501,18,19,9.9573
21200501,18,20,2.8484
21200501,18,24,0.0243
21200501,18,29,0.0243
21200501,19,1,0.0243
21200501,19,11,0.0974
21200501,19,13,0.0243
21200501,19,15,0.0243
21200501,19,17,2.7267
21200501,19,18,9.2756
21200501,19,19,14.2664
21200501,19,20,4.2604
21200501,19,24,0.0974
21200501,19,25,0.0487
21200501,19,26,0.0243
21200501,19,27,0.0243
21200501,19,28,0.0243
21200501,2,1,0.0243
21200501,2,2,7.3523
21200501,2,3,1.6068
21200501,2,5,0.0243
21200501,20,13,0.0243
21200501,20,17,0.5356
21200501,20,18,3.0675
21200501,20,19,4.3335
21200501,20,20,7.0358
21200501,20,24,0.0730
21200501,20,5,0.0243
21200501,21,19,0.0243
21200501,21,21,7.1088
21200501,21,22,8.4478
21200501,21,23,0.4869
21200501,21,24,6.6463
21200501,21,25,3.0188
21200501,21,26,0.4626
21200501,21,27,0.5843
21200501,21,28,0.5843
21200501,22,17,0.0243
21200501,22,21,8.1557
21200501,22,22,5.1612
21200501,22,23,1.0469
21200501,22,24,9.2756
21200501,22,25,3.5301
21200501,22,26,0.3652
21200501,22,27,0.6086
21200501,22,28,0.7060
21200501,22,32,0.0243
21200501,23,21,0.6086
21200501,23,22,0.9738
21200501,23,23,0.0730
21200501,23,24,1.2173
21200501,23,25,0.6573
21200501,23,26,0.0243
21200501,23,27,0.0487
21200501,23,28,0.0487
21200501,24,17,0.0243
21200501,24,19,0.0974
21200501,24,20,0.0243
21200501,24,21,6.3054
21200501,24,22,9.0078
21200501,24,23,1.2660
21200501,24,24,18.7459
21200501,24,25,22.9333
21200501,24,26,1.8016
21200501,24,27,1.8989
21200501,24,28,2.0694
21200501,24,32,0.3408
21200501,25,13,0.0243
21200501,25,19,0.0243
21200501,25,21,2.8971
21200501,25,22,3.6275
21200501,25,23,0.5356
21200501,25,24,22.6655
21200501,25,25,15.1428
21200501,25,26,1.7529
21200501,25,27,1.7042
21200501,25,28,1.6068
21200501,25,32,0.1461
21200501,26,10,0.0243
21200501,26,19,0.0243
21200501,26,21,0.3895
21200501,26,22,0.4626
21200501,26,23,0.0487
21200501,26,24,1.5094
21200501,26,25,1.7042
21200501,26,26,22.0082
21200501,26,27,23.9071
21200501,26,28,0.6330
21200501,26,32,0.0487
21200501,27,19,0.0243
21200501,27,21,0.8277
21200501,27,22,0.4382
21200501,27,23,0.0974
21200501,27,24,1.7772
21200501,27,25,1.0955
21200501,27,26,23.5663
21200501,27,27,35.2764
21200501,27,28,0.3165
21200501,27,32,0.0243
21200501,28,18,0.0730
21200501,28,19,0.0487
21200501,28,21,0.6573
21200501,28,22,0.8764
21200501,28,23,0.0730
21200501,28,24,1.7042
21200501,28,25,1.8746
21200501,28,26,0.6086
21200501,28,27,0.3408
21200501,28,28,15.4106
21200501,28,32,0.0243
21200501,29,19,0.0243
21200501,29,29,4.6256
21200501,29,30,2.2154
21200501,29,33,0.0243
21200501,3,2,1.5581
21200501,3,3,0.5356
21200501,30,29,2.3128
21200501,30,30,9.0808
21200501,30,33,0.0487
21200501,32,22,0.0243
21200501,32,24,0.1704
21200501,32,25,0.1217
21200501,32,26,0.0730
21200501,32,27,0.0487
21200501,32,28,0.0243
21200501,32,32,9.3243
21200501,32,5,0.0487
21200501,33,29,0.0730
21200501,33,30,0.1704
21200501,33,33,3.0675
21200501,5,0,0.3652
21200501,5,1,0.1461
21200501,5,19,0.0243
21200501,5,2,0.0487
21200501,5,27,0.0243
21200501,5,5,6.9384
21200501,5,6,4.0170
21200501,5,7,2.0450
21200501,5,8,0.0487
21200501,5,9,0.1704
21200501,6,0,0.1948
21200501,6,1,0.0730
21200501,6,13,0.0243
21200501,6,24,0.0243
21200501,6,5,4.0413
21200501,6,6,26.2930
21200501,6,7,4.4309
21200501,6,8,0.3652
21200501,6,9,1.7529
21200501,7,0,0.1704
21200501,7,1,0.0243
21200501,7,19,0.0243
21200501,7,5,1.8746
21200501,7,6,4.6013
21200501,7,7,1.9963
21200501,7,8,0.5599
21200501,7,9,0.3652
21200501,8,5,0.1217
21200501,8,6,0.4382
21200501,8,7,0.4626
21200501,8,8,17.2122
