,s_region,e_region,index
0,E_0,E_0,12.99999999999997
1,E_0,E_5,1.4000000000000001
2,E_0,E_6,0.30000000000000004
3,E_0,E_7,0.7999999999999999
4,E_0,E_9,0.1
5,E_1,E_1,2.3000000000000007
6,E_1,E_2,0.1
7,E_1,E_5,0.5
8,E_1,E_6,0.2
9,E_1,E_7,0.1
10,E_10,E_10,31.200000000000134
11,E_10,E_11,0.2
12,E_10,E_13,0.2
13,E_10,E_18,0.1
14,E_10,E_25,0.1
15,E_11,E_10,0.2
16,E_11,E_11,59.30000000000051
17,E_11,E_12,40.60000000000029
18,E_11,E_13,0.1
19,E_11,E_14,0.1
20,E_11,E_16,0.1
21,E_11,E_25,0.1
22,E_12,E_10,0.1
23,E_12,E_11,41.80000000000031
24,E_12,E_12,15.499999999999961
25,E_13,E_10,0.1
26,E_13,E_11,0.2
27,E_13,E_13,187.99999999999486
28,E_13,E_14,110.69999999999855
29,E_13,E_15,17.899999999999984
30,E_13,E_16,20.70000000000001
31,E_13,E_17,0.2
32,E_13,E_18,0.1
33,E_13,E_19,0.2
34,E_13,E_21,0.1
35,E_13,E_7,0.1
36,E_14,E_13,112.89999999999843
37,E_14,E_14,27.90000000000009
38,E_14,E_15,11.099999999999982
39,E_14,E_16,14.09999999999997
40,E_14,E_18,0.1
41,E_14,E_19,0.1
42,E_14,E_5,0.1
43,E_15,E_13,19.200000000000003
44,E_15,E_14,10.199999999999982
45,E_15,E_15,2.400000000000001
46,E_15,E_16,9.799999999999985
47,E_15,E_26,0.1
48,E_15,E_5,0.1
49,E_16,E_11,0.1
50,E_16,E_13,21.400000000000023
51,E_16,E_14,12.399999999999975
52,E_16,E_15,9.899999999999983
53,E_16,E_16,65.10000000000021
54,E_16,E_24,0.1
55,E_17,E_13,0.30000000000000004
56,E_17,E_17,26.00000000000008
57,E_17,E_18,1.7000000000000002
58,E_17,E_19,12.099999999999975
59,E_17,E_20,3.3000000000000016
60,E_17,E_21,0.1
61,E_17,E_24,0.1
62,E_17,E_26,0.1
63,E_17,E_5,0.1
64,E_18,E_10,0.1
65,E_18,E_13,0.2
66,E_18,E_16,0.1
67,E_18,E_17,1.8000000000000005
68,E_18,E_18,9.599999999999984
69,E_18,E_19,40.90000000000025
70,E_18,E_20,11.69999999999998
71,E_18,E_24,0.1
72,E_18,E_29,0.1
73,E_19,E_1,0.1
74,E_19,E_11,0.4
