id,21200501,21200502,21200503,21200504,21200505,21200506,21200507,21200508,21200509,21200510,21200511,21200512,21200513,21200514,21200515,21200516,21200517,21200518,21200519,21200520,21200521,21200522,21200523,21200524,21200525,21200526,21200527,21200528,21200529,21200530,21200531,21200601,21200602,21200603,21200604,21200605,21200606,21200607,21200608,21200609,21200610,21200611,21200612,21200613,21200614,21200615,21200616,21200617,21200618,21200619,21200620,21200621,21200622,21200623,21200624,21200625,21200626,21200627,21200628,21200629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,3,4,3,10,26,34,54,65,36,35,44,75,118,129,137,172,211,235,265,312,334,371,331,261,328,199,119,144,111,82,55,44,19
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,7,2,20,18,48,54,57,45,66,99,122,129,138,193,185,219,274,306,335,345,383,375,363,401,159,201,196,165,120,100,53,24
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,9,26,31,31,35,75,65,115,146,164,180,184,190,213,177,137,104,117,73,43,75,56,31,27,11,10
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,6,25,19,7,13,22,50,27,30,43,32,71,78,85,94,71,61,56,60,31,23,35,27,18,16,10,5
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,3,9,10,14,29,21,19,15,36,25,85,62,108,120,132,144,141,125,139,133,47,74,77,65,56,28,13,6
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,4,6,33,32,27,31,52,63,65,60,95,103,109,99,88,89,64,97,47,62,23,20,38,30,21,3,3,4
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,23,15,25,23,18,20,37,40,61,62,64,68,81,96,54,56,46,27,60,51,40,23,8,2
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,7,0,2,25,20,34,19,35,47,59,89,95,159,173,184,228,214,257,210,239,109,125,118,103,83,61,33,13
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,14,17,12,15,35,44,41,31,58,71,89,103,132,95,181,134,144,62,60,57,61,66,45,12,8
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,8,5,10,5,18,39,42,32,46,31,58,81,70,116,132,130,129,175,177,203,198,180,88,93,97,82,67,52,19,12
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,2,3,10,12,76,63,59,53,68,120,188,188,212,269,325,347,363,384,336,334,290,266,133,149,146,115,87,71,34,28
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,2,5,15,34,71,155,220,310,331,388,532,652,782,857,1103,1221,1237,1321,1424,1257,1124,1044,815,769,348,295,324,284,224,130,74,41
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,6,12,14,22,52,85,82,127,113,164,211,273,303,438,523,561,609,533,545,607,504,462,193,207,222,198,176,92,45,22
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,10,11,20,30,37,36,47,94,118,136,121,150,192,169,180,125,135,163,65,75,39,34,28,27,10,6
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,11,10,12,12,16,32,35,30,40,48,47,66,81,78,89,97,81,93,34,38,28,31,34,17,5,1
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,7,4,10,17,33,25,23,34,53,77,108,147,164,192,224,271,307,313,232,316,184,137,198,151,108,75,49,25
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,23,22,22,34,78,80,120,151,153,197,290,374,449,316,367,302,223,255,131,119,93,100,107,32,22,27
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,15,4,11,35,26,34,34,71,53,83,85,127,166,208,137,152,152,149,186,60,82,94,75,60,42,13,10
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,11,10,21,113,104,167,264,229,405,612,691,903,1079,1349,1506,1694,1876,2100,1977,1714,1530,1216,1199,627,536,581,471,381,275,124,64
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,14,3,19,15,22,38,41,42,51,86,59,81,96,116,84,81,76,86,33,59,28,31,36,18,6,2
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,6,6,13,10,20,24,51,36,43,63,81,74,81,76,90,111,37,40,56,42,31,25,13,8
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,8,10,35,28,31,27,31,31,41,60,51,67,94,90,86,88,94,89,113,97,36,32,40,33,29,18,11,2
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,3,8,3,8,14,28,24,44,27,49,48,82,92,64,85,107,105,102,92,60,91,47,29,44,35,23,24,5,3
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,6,20,32,69,42,56,88,119,140,173,214,248,333,342,352,356,342,243,268,237,91,118,92,87,83,56,17,6
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,14,25,46,50,105,110,106,130,148,128,122,98,90,77,46,29,35,27,19,17,8,2
