id,21200501,21200502,21200503,21200504,21200505,21200506,21200507,21200508,21200509,21200510,21200511,21200512,21200513,21200514,21200515,21200516,21200517,21200518,21200519,21200520,21200521,21200522,21200523,21200524,21200525,21200526,21200527,21200528,21200529,21200530,21200531,21200601,21200602,21200603,21200604,21200605,21200606,21200607,21200608,21200609,21200610,21200611,21200612,21200613,21200614,21200615,21200616,21200617,21200618,21200619,21200620,21200621,21200622,21200623,21200624,21200625,21200626,21200627,21200628,21200629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,15,8,12,20,25,13,8,13,15,22,3,9,9,23,18,12,18,21,22,29,22,18,23,35,28,22,25,21,30
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,1,6,5,2,11,10,27,16,21,49,59,67,57,54,37,61,108,54,74,94,110,129,125,140,91,73,112,104,85,133,105,78,65,58,58
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,6,15,18,30,15,9,38,18,13,23,31,28,54,46,43,41,56,44,60,31,54,41,48,46,45,44,36,37,39
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,16,37,40,36,20,25,25,52,19,41,39,78,75,73,86,67,72,56,68,83,80,86,81,76,75,57,59
4,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,16,21,27,13,72,75,68,172,258,455,625,699,561,713,1461,1420,1166,883,521,347,422,581,555,508,433,413,405,372,353,330,317,339,251,232,193,214,232,314,302,295,243,196,285
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,1,5,3,1,7,10,13,7,6,13,38,30,42,35,37,69,58,71,73,57,104,76,79,83,86,64,55,57,34,52,57,41,47,53,45,22,28
6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,3,1,3,5,5,15,24,4,4,26,33,37,45,34,77,100,98,101,122,157,148,187,232,211,228,295,295,233,257,276,263,264,222,213,169,175,156,182,160,142,120,78,106
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,5,0,2,11,9,8,13,14,19,22,27,33,14,29,30,57,39,53,48,61,88,95,101,107,85,89,105,86,123,111,82,115,120,125,96,78,79
8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,5,0,8,0,1,2,12,12,11,20,11,23,18,30,44,53,39,66,72,74,88,92,129,193,144,171,210,162,182,202,159,161,197,186,202,190,174,141,137,133
9,7,0,3,1,2,3,3,1,10,8,9,10,6,32,15,20,48,55,65,55,62,69,92,138,118,152,198,265,288,227,374,343,398,407,303,263,214,217,343,218,264,284,311,254,283,297,313,293,265,271,226,230,170,213,218,201,190,164,143,154
10,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,1,7,7,3,3,3,8,18,26,34,42,56,76,50,102,273,210,257,218,194,225,269,339,396,439,494,559,627,806,834,872,924,819,899,695,820,837,828,780,784,791,676,515,538
11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,3,0,0,0,0,0,4,0,0,6,13,15,24,20,49,58,83,98,102,127,170,215,254,240,315,363,404,349,361,370,301,314,321,268,295,307,318,289,212,241
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,8,11,20,28,35,10,16,32,28,60,81,81,93,107,125,224,215,216,288,285,320,441,441,442,367,367,387
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,5,9,11,21,5,16,15,11,27,27,43,37,42,46,59,68,77,92,75,99,81,111,119,126,99,113,91
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,6,3,13,12,20,28,13,19,25,36,53,45,62,73,91,105,119,120,123,105,121,147
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,0,6,12,18,33,38,47,50,82,102,139,144,223,290,343,330,369,434,393,486,503,575,509,559,621,483,432,454
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,19,15,11,18,15,29,52,77,95,106,131,165,210,231,227,195,235,324,270,323,314,304,279,223,231
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,4,9,27,44,49,69,62,44,78,110,140,188,255,314,395,470,526,565,597,678,599,770,922,999,1014,1047,1083,913,790,855
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,4,14,25,21,25,25,29,39,37,58,68,130,144,159,180,233,243,299,230,363,380,454,435,474,504,393,356,387
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,1,3,4,3,12,12,12,21,14,21,32,53,45,55,43,90,64,103,87,96,103,76,71,64
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,9,5,6,10,12,23,36,43,47,41,55,86,109,128,137,150,151,245,218,231,253,269,298,282,292,301,247,264,234
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,23,40,126,115,162,209,221,184,228,320,360,528,718,839,1047,1218,1523,1794,1972,1829,1707,1502,1771,2035,1870,1915,1959,2020,1544,1277,1402
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,3,3,2,0,0,0,4,9,4,12,6,11,16,28,29,32,35,38,39,49,42,38,36,31,55,38
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,17,14,30,23,60,56,61,110,83,123,227,252,256,459,426,515,581,583,530,554,502,520,600,518,530,544,560,443,428,433
